,Latitude,Longitude,altitude
3653,37.6519429,-122.3927242,5.53
3654,37.6519458,-122.4027147,4.64
3655,37.6519675,-122.4908517,32.26
3656,37.6519683,-122.4269497,8.3
3657,37.6520179,-122.4175732,4.5
3658,37.6520728,-122.4905426,33.65
3659,37.6520825,-122.4001325,3.01
3660,37.6520879,-122.4537512,101.52
3661,37.6521002,-122.4112074,5.54
3662,37.6521079,-122.3901251,7.81
3663,37.6521288,-122.4202,5.45
3664,37.6521471,-122.3931145,5.51
3665,37.6521959,-122.4817523,106.21
3666,37.652199,-122.4543677,108.1
3667,37.6522234,-122.4319169,17.35
3668,37.6522254,-122.4782203,173.31
3669,37.6522263,-122.469318,188.9
3670,37.6522387,-122.3930344,5.36
3671,37.6522419,-122.4207093,5.87
3672,37.6522452,-122.4687099,187.25
3673,37.6522559,-122.4898626,39.26
3674,37.652266,-122.4266788,8.32
3675,37.6522845,-122.3900232,8.37
3676,37.65234,-122.4908692,32.74
3677,37.6523519,-122.4212047,5.65
3678,37.6523632,-122.4023872,4.97
3679,37.6523654,-122.4111149,6.46
3680,37.65238,-122.4318292,17.03
3681,37.6523854,-122.4900764,39.23
3682,37.6523868,-122.4904939,35.86
3683,37.6523914,-122.4540863,105.51
3684,37.6523959,-122.4903102,37.84
3685,37.6524006,-122.417443,4.65
3686,37.6524227,-122.3933826,5.23
3687,37.6524426,-122.3936819,5.29
3688,37.6524427,-122.4265179,8.33
3689,37.6524487,-122.4216408,6.2
3690,37.6524719,-122.4908354,32.98
3691,37.6524868,-122.453535,93.97
3692,37.6525117,-122.4264601,8.31
3693,37.6525778,-122.3939415,5.17
3694,37.6525825,-122.4173788,4.96
3695,37.6526195,-122.4319819,15.95
3696,37.6526797,-122.3938651,5.28
3697,37.652695,-122.43203,15.54
3698,37.6527284,-122.422909,6.64
3699,37.6527646,-122.4109709,7.81
3700,37.6527751,-122.4320797,15.6
3701,37.6527919,-122.4021824,4.67
3702,37.6527981,-122.4712589,203.45
3703,37.6528195,-122.4596143,155.29
3704,37.6528318,-122.402341,4.58
3705,37.6528567,-122.3944686,4.88
3706,37.6528613,-122.4535676,90.23
3707,37.6528648,-122.4534595,90.52
3708,37.6528872,-122.4172713,5.74
3709,37.6528917,-122.4595466,155.53
3710,37.6529183,-122.4071224,17.95
3711,37.6529855,-122.3944488,5
3712,37.6529965,-122.4324196,14.21
3713,37.6530377,-122.4085139,4.94
3714,37.65307,-122.4322627,14.25
3715,37.6530868,-122.3946426,5
3716,37.6531493,-122.4536873,86.57
3717,37.6531495,-122.3890962,11.87
3718,37.6531741,-122.4069116,15.26
3719,37.6532202,-122.3951536,4.77
3720,37.6532312,-122.4108079,9.58
3721,37.6532367,-122.4258067,7.91
3722,37.6532451,-122.4084118,5.39
3723,37.6532538,-122.3884867,15.49
3724,37.6532601,-122.4085952,5.46
3725,37.6532987,-122.4022685,4.1
3726,37.6533056,-122.4111419,12.05
3727,37.6533153,-122.3950801,4.86
3728,37.6533398,-122.4257111,7.91
3729,37.6533604,-122.4107668,9.26
3730,37.653385,-122.408531,5.49
3731,37.6533893,-122.4324906,13.64
3732,37.6534068,-122.4256448,7.8
3733,37.6534243,-122.4537348,84.8
3734,37.6534647,-122.3877946,21.7
3735,37.6534772,-122.3894266,12.12
3736,37.6534917,-122.4020935,4.21
3737,37.6534958,-122.389458,11.97
3738,37.6534997,-122.4327926,13.35
3739,37.6535043,-122.40227,4.23
3740,37.6535837,-122.389616,12.03
3741,37.6535991,-122.4254757,7.94
3742,37.653617,-122.4815201,125.7
3743,37.653623,-122.4360686,19.74
3744,37.6536515,-122.4170016,6.71
3745,37.6536689,-122.3957568,4.81
3746,37.6536903,-122.4081792,5.39
3747,37.6536929,-122.4909067,38.17
3748,37.6537168,-122.4106436,8.64
3749,37.6537289,-122.4083542,5.44
3750,37.653732,-122.4902292,48.3
3751,37.6537585,-122.413174,21.2
3752,37.6537839,-122.432796,13.74
3753,37.6537902,-122.4106169,8.64
3754,37.6538078,-122.4020953,4.41
3755,37.6538213,-122.4087726,5.69
3756,37.6538281,-122.490956,39.05
3757,37.6538335,-122.4081139,5.36
3758,37.6538562,-122.410593,8.46
3759,37.6538668,-122.3963951,4.33
3760,37.653887,-122.4090704,6.09
3761,37.6538925,-122.4105798,8.29
3762,37.6539013,-122.3902193,11.64
3763,37.653924,-122.3964941,4.62
3764,37.6539341,-122.4329221,13.54
3765,37.6539566,-122.3963113,4.75
3766,37.6539612,-122.4082384,5.42
3767,37.6539904,-122.4808126,133.39
3768,37.6540028,-122.4061627,5.47
3769,37.6540168,-122.3964287,4.57
3770,37.6540252,-122.4538836,78.48
3771,37.6540344,-122.433243,13.43
3772,37.6540362,-122.4105221,8.23
3773,37.6540373,-122.4097513,7.08
3774,37.6540539,-122.4718023,197.25
3775,37.6540668,-122.3905338,11.45
3776,37.6540701,-122.3816318,29.36
3777,37.6540702,-122.3818843,30.28
3778,37.6540722,-122.4080145,5.39
3779,37.6540789,-122.4020968,4.31
3780,37.6540796,-122.4099428,7.15
3781,37.6540827,-122.4806115,135.51
3782,37.6540841,-122.4168504,8.11
3783,37.6541044,-122.4367976,15.93
3784,37.6541052,-122.3813931,28.25
3785,37.6541183,-122.4101182,7.59
3786,37.6541216,-122.4366582,15.77
3787,37.6541366,-122.4527069,76.09
3788,37.6541571,-122.4081396,5.41
3789,37.6541597,-122.3812052,27.14
3790,37.6541796,-122.3823691,30.72
3791,37.6541935,-122.410459,8.01
3792,37.6542,-122.4361139,15.68
3793,37.6542133,-122.452741,76.09
3794,37.6542221,-122.4791833,150.33
3795,37.6542275,-122.4079411,5.3
3796,37.6542289,-122.390398,11.69
3797,37.6542328,-122.436774,15.85
3798,37.6542349,-122.4129975,21.03
3799,37.6542589,-122.4104474,8.01
3800,37.6542671,-122.4107924,9.19
3801,37.6542787,-122.3903562,11.84
3802,37.6543038,-122.3871992,30.54
3803,37.6543039,-122.4109591,10.09
3804,37.6543119,-122.4355469,15.23
3805,37.6543145,-122.4060382,5.18
3806,37.6543164,-122.4361772,15.57
3807,37.6543369,-122.4800847,140.8
3808,37.6543746,-122.3974553,4.49
3809,37.6543764,-122.4000831,3.73
3810,37.6543785,-122.4005382,3.76
3811,37.6543794,-122.4009507,3.96
3812,37.6543801,-122.4012812,4.08
3813,37.6543829,-122.4113168,11.69
3814,37.654384,-122.3997515,3.83
3815,37.6543891,-122.4015951,4.24
3816,37.6543969,-122.4529929,75.67
3817,37.6544003,-122.3977484,4.32
3818,37.6544006,-122.3981774,4.26
3819,37.6544008,-122.3984673,4.18
3820,37.6544018,-122.4537308,76.88
3821,37.6544179,-122.4056385,5.14
3822,37.6544212,-122.4114907,12.44
3823,37.6544293,-122.4049069,4.99
3824,37.6544294,-122.4048618,4.99
3825,37.654431,-122.4044081,4.77
3826,37.6544318,-122.4041981,4.74
3827,37.6544394,-122.4334457,13.65
3828,37.654441,-122.3807513,23.29
3829,37.654452,-122.4040203,4.88
3830,37.6544549,-122.4351907,15.12
3831,37.6544604,-122.4020989,4.41
3832,37.6544671,-122.4354783,15.11
3833,37.6544679,-122.4534327,75.86
3834,37.6544685,-122.3828245,30.99
3835,37.6544689,-122.4072543,5.3
3836,37.6544699,-122.4336829,13.46
3837,37.6544706,-122.4351583,15
3838,37.6544841,-122.3871171,30.83
3839,37.6544855,-122.4908081,52.95
3840,37.6544932,-122.4022691,4.38
3841,37.6545001,-122.4535723,76.1
3842,37.654505,-122.3977432,4.45
3843,37.6545053,-122.3984615,4.18
3844,37.6545053,-122.398391,4.21
3845,37.6545054,-122.3986328,4.13
3846,37.6545076,-122.3993678,3.87
3847,37.6545299,-122.3870963,30.83
3848,37.6545324,-122.4119943,14.46
3849,37.6545352,-122.4353194,15.12
3850,37.6545368,-122.4166921,9.73
3851,37.6545422,-122.399951,3.57
3852,37.6545465,-122.4012745,3.87
3853,37.6545552,-122.4037672,5.38
3854,37.6545575,-122.433567,13.49
3855,37.6545691,-122.4121605,15.43
3856,37.6545782,-122.4530736,75.35
3857,37.6545821,-122.453341,75.49
3858,37.6546094,-122.4367427,15.69
3859,37.6546114,-122.4020982,4.44
3860,37.6546166,-122.4077474,5.13
3861,37.6546267,-122.4349082,14.85
3862,37.6546268,-122.4529207,75.67
3863,37.6546273,-122.4367866,15.81
3864,37.6546395,-122.390054,12.23
3865,37.6546405,-122.4795455,146.53
3866,37.6546424,-122.4022585,4.44
3867,37.6546445,-122.4531085,75.32
3868,37.6546493,-122.4070206,5.48
3869,37.6546541,-122.4072397,5.2
3870,37.6546629,-122.4072974,5.2
3871,37.6546632,-122.402878,4.83
3872,37.6546646,-122.4368777,16.39
3873,37.6546688,-122.4103088,8.7
3874,37.6546693,-122.4078599,5.24
3875,37.6546745,-122.4527647,74.9
3876,37.654683,-122.405785,5.56
3877,37.6546914,-122.452949,75.55
3878,37.6547025,-122.402988,4.81
3879,37.6547076,-122.4076965,5.26
3880,37.6547171,-122.4128308,18.08
3881,37.6547387,-122.4081481,5.34
3882,37.6547552,-122.4082164,5.49
3883,37.6547685,-122.3899459,12.21
3884,37.6547829,-122.4338061,13.67
3885,37.6547879,-122.4076565,5.49
3886,37.6547919,-122.4371896,17.59
3887,37.654811,-122.4028203,4.9
3888,37.6548169,-122.437251,18.09
3889,37.6548197,-122.4915265,43.21
3890,37.6548237,-122.4063395,10.14
3891,37.6548425,-122.4085789,5.99
3892,37.6548525,-122.4524368,72.44
3893,37.6548528,-122.4373389,18.35
3894,37.6548806,-122.389852,12.35
3895,37.6548926,-122.4030295,5.26
3896,37.6548962,-122.3834165,31.32
3897,37.6549006,-122.403444,6.45
3898,37.6549023,-122.4347561,14.82
3899,37.654908,-122.4532233,74.95
3900,37.6549175,-122.3803843,19.71
3901,37.654923,-122.407735,6.02
3902,37.6549257,-122.4375175,18.82
3903,37.6549328,-122.4089896,7
3904,37.6549341,-122.3996737,4.46
3905,37.6549476,-122.4530714,75.23
3906,37.6549503,-122.452319,71.69
3907,37.6549516,-122.4064564,9.29
3908,37.654952,-122.437582,18.82
3909,37.654982,-122.4532576,74.7
3910,37.6549849,-122.4022267,4.51
3911,37.6549926,-122.4242031,7.67
3912,37.6549968,-122.4069815,5.44
3913,37.6550158,-122.4165246,15.65
3914,37.6550182,-122.4141948,18.47
3915,37.6550346,-122.3866954,31.16
3916,37.6550387,-122.4033392,6.97
3917,37.6550483,-122.434359,14.45
3918,37.6550595,-122.4378369,19.43
3919,37.6550695,-122.409611,8.26
3920,37.6551366,-122.434479,14.89
3921,37.6551404,-122.4342029,14.38
3922,37.6551646,-122.3865602,31.23
3923,37.6551809,-122.4101236,9.48
3924,37.6551872,-122.4126672,17.36
3925,37.6551913,-122.4076075,6.86
3926,37.6551973,-122.4059854,13.29
3927,37.6552091,-122.4067318,11.76
3928,37.6552144,-122.4240455,7.76
3929,37.6552342,-122.4069567,13.08
3930,37.655248,-122.4343433,14.7
3931,37.6552821,-122.4790069,155.14
3932,37.655287,-122.4021482,4.73
3933,37.6552933,-122.4061421,13.18
3934,37.6553117,-122.4339143,13.86
3935,37.6553145,-122.4058721,11.1
3936,37.6553178,-122.4202222,9.83
3937,37.6553365,-122.4043318,12.08
3938,37.6553566,-122.3862272,31.44
3939,37.6553732,-122.4337929,13.39
3940,37.6553769,-122.4073717,7.45
3941,37.6553963,-122.3993553,5.87
3942,37.6554118,-122.4060255,13.79
3943,37.6554393,-122.4062279,10.97
3944,37.6554695,-122.4042292,9.13
3945,37.6554721,-122.3859154,31.57
3946,37.6554945,-122.4050044,4.77
3947,37.6554955,-122.4163569,19.96
3948,37.6555303,-122.3857583,31.65
3949,37.6555364,-122.3846842,32.05
3950,37.6555479,-122.4165942,19.41
3951,37.6555576,-122.4338004,13.09
3952,37.65556,-122.4334241,12.58
3953,37.6555792,-122.3854498,31.75
3954,37.655594,-122.4072829,7.57
3955,37.6556049,-122.4351489,17.3
3956,37.6556113,-122.4526985,66.5
3957,37.6556183,-122.4073991,7.52
3958,37.6556184,-122.4062795,5.8
3959,37.6556425,-122.4238938,8.43
3960,37.6556476,-122.43359,12.92
3961,37.6556628,-122.4017674,5.66
3962,37.655674,-122.3798139,8.89
3963,37.6556791,-122.4099485,10.03
3964,37.6556995,-122.4124787,16.79
3965,37.655735,-122.4099296,10.03
3966,37.6557402,-122.4353424,17.82
3967,37.6557528,-122.4019182,4.98
3968,37.6557639,-122.4162631,21.71
3969,37.6557727,-122.4080969,7.26
3970,37.6557748,-122.399855,6.66
3971,37.6558488,-122.4084304,7.84
3972,37.6558589,-122.4098876,10.28
3973,37.6558879,-122.4370264,20.41
3974,37.6559007,-122.4638891,167.38
3975,37.6559037,-122.4327823,11.62
3976,37.6559231,-122.3889935,13.37
3977,37.6559661,-122.4161924,23.02
3978,37.655972,-122.4089699,8.92
3979,37.6559867,-122.4329046,11.6
3980,37.6560349,-122.4325746,11.89
3981,37.6560374,-122.4092563,9.33
3982,37.6560595,-122.4358132,19.68
3983,37.6560685,-122.4355323,19.12
3984,37.6560831,-122.3889061,13.43
3985,37.6560958,-122.423739,9.85
3986,37.656099,-122.4142928,23.31
3987,37.6561016,-122.4013804,5.7
3988,37.6561468,-122.4145098,24.14
3989,37.6561576,-122.4097829,10.68
3990,37.6561721,-122.3794526,6.23
3991,37.6561847,-122.414682,24.5
3992,37.6561909,-122.4123061,18.55
3993,37.6561933,-122.4099484,11.04
3994,37.6561978,-122.4161114,24.13
3995,37.6562148,-122.4070905,7.01
3996,37.6562191,-122.4323159,12.23
3997,37.6562234,-122.4100876,11.34
3998,37.6562396,-122.4324974,12.14
3999,37.6562518,-122.406957,7.17
4000,37.6562554,-122.4150032,25
4001,37.6562983,-122.4104343,12.61
4002,37.6563311,-122.4011636,6.01
4003,37.6563431,-122.4106415,13.42
4004,37.6563561,-122.3793148,6.03
4005,37.6563648,-122.4364767,20.94
4006,37.6563746,-122.4002033,7.14
4007,37.656376,-122.4107941,13.97
4008,37.6564252,-122.4096912,10.94
4009,37.6564564,-122.4320452,11.99
4010,37.6564578,-122.40672,6.98
4011,37.6564684,-122.4363662,21.34
4012,37.6564779,-122.4160134,26.06
4013,37.6565182,-122.3791351,5.62
4014,37.6565185,-122.4068188,6.94
4015,37.6565268,-122.432137,11.88
4016,37.6565331,-122.3965756,13.21
4017,37.6565411,-122.4069216,6.83
4018,37.6565413,-122.4361984,21.24
4019,37.6565456,-122.4319488,11.79
4020,37.6565483,-122.4096491,10.98
4021,37.6565547,-122.3963396,13.34
4022,37.6565775,-122.4235776,11.95
4023,37.6565926,-122.4117966,19.48
4024,37.6565926,-122.3959262,13.75
4025,37.6566096,-122.4320375,11.62
4026,37.6566193,-122.3954834,13.49
4027,37.6566305,-122.4119716,20.55
4028,37.6566337,-122.3919819,12.07
4029,37.6566364,-122.392132,11.98
4030,37.6566385,-122.4096182,11.08
4031,37.6566496,-122.3939365,12.7
4032,37.6566669,-122.4121403,21.04
4033,37.6566896,-122.3950124,13.3
4034,37.6566981,-122.4076255,7.6
4035,37.6567042,-122.3934305,12.48
4036,37.6567044,-122.3932616,12.45
4037,37.6567077,-122.3930251,12.31
4038,37.6567082,-122.394636,13.01
4039,37.6567171,-122.4007689,6.48
4040,37.6567294,-122.3905407,12.63
4041,37.6567453,-122.3940219,12.76
4042,37.656752,-122.3920322,12.11
4043,37.6567521,-122.3921109,12.07
4044,37.6567525,-122.3924723,12.02
4045,37.656768,-122.3912659,12.37
4046,37.6567695,-122.4367726,21.33
4047,37.6567873,-122.3909742,12.36
4048,37.6567877,-122.4037556,5.39
4049,37.6567945,-122.4009299,6.41
4050,37.6568024,-122.4081,8.62
4051,37.6568254,-122.415892,29.11
4052,37.6568318,-122.3905389,12.64
4053,37.6568399,-122.408271,8.84
4054,37.6568621,-122.3897094,12.98
4055,37.6568782,-122.3896064,13.23
4056,37.6568787,-122.4272776,9.21
4057,37.656885,-122.4158711,30.01
4058,37.6568986,-122.4315908,10.68
4059,37.6569401,-122.3897613,12.93
4060,37.6569824,-122.4158371,30.76
4061,37.6570081,-122.4136829,31.61
4062,37.6570343,-122.3887524,13.38
4063,37.6570541,-122.4234176,14.13
4064,37.6570727,-122.4139748,32.12
4065,37.6570728,-122.3890727,13.1
4066,37.6570822,-122.4918102,49.33
4067,37.6571171,-122.3888656,13.26
4068,37.657119,-122.4005872,6.83
4069,37.6571224,-122.431329,10.67
4070,37.657126,-122.3780819,4.08
4071,37.6571561,-122.4064911,6.69
4072,37.6571658,-122.4312783,10.73
4073,37.6571658,-122.4057609,5.06
4074,37.6571751,-122.4333019,11.7
4075,37.6572304,-122.3780773,3.76
4076,37.6572555,-122.4195447,22.2
4077,37.6572671,-122.4332488,11.79
4078,37.6572682,-122.4655654,161.03
4079,37.6573071,-122.4056822,5.29
4080,37.6573071,-122.3882635,12.01
4081,37.6573481,-122.399911,7.48
4082,37.6573688,-122.4056478,5.32
4083,37.6573734,-122.4153287,33.43
4084,37.6573872,-122.4310373,10.79
4085,37.6574144,-122.3784193,3.9
4086,37.6574434,-122.4251812,17.55
4087,37.657444,-122.3878245,10.83
4088,37.6574442,-122.4063431,6.82
4089,37.6574499,-122.4156732,33.72
4090,37.6574666,-122.4064451,6.69
4091,37.6574774,-122.4704414,147.69
4092,37.6575268,-122.4232435,17.45
4093,37.657534,-122.4343536,12.29
4094,37.65755,-122.3994038,7.97
4095,37.6575727,-122.3876343,10.3
4096,37.657574,-122.4779878,174.23
4097,37.6575987,-122.4786195,170.7
4098,37.6576142,-122.479017,169.98
4099,37.6576177,-122.434313,12.31
4100,37.6576294,-122.430671,10.78
4101,37.6576675,-122.4308432,10.93
4102,37.6576725,-122.3876792,10.08
4103,37.6576934,-122.4704583,145.81
4104,37.6577145,-122.4379666,19.56
4105,37.6577192,-122.3787679,3.55
4106,37.6577329,-122.4217129,24.04
4107,37.6577446,-122.4231694,19.58
4108,37.6577548,-122.3875428,9.73
4109,37.65779,-122.4704552,145.18
4110,37.6578282,-122.4054071,5.74
4111,37.6578325,-122.4269439,16.62
4112,37.657839,-122.3874287,9.42
4113,37.6578424,-122.4918792,51.09
4114,37.6578536,-122.4175059,33.51
4115,37.6578575,-122.4382198,19.37
4116,37.657865,-122.3787835,3.32
4117,37.6578989,-122.4351277,12.86
4118,37.6579298,-122.3984182,8.86
4119,37.657942,-122.4155016,36.56
4120,37.6579635,-122.435228,12.9
4121,37.6579996,-122.4055559,5.93
4122,37.6580314,-122.4230686,22.08
4123,37.6580322,-122.3789929,3.17
4124,37.6580501,-122.4057307,6.09
4125,37.6580606,-122.3869109,7.88
4126,37.6580948,-122.4060082,7.51
4127,37.6580992,-122.4061189,7.29
4128,37.6581162,-122.4387107,18.88
4129,37.6581264,-122.3869948,8.02
4130,37.6581489,-122.4306747,13.81
4131,37.6581898,-122.4666759,156.7
4132,37.6582061,-122.4704419,142.75
4133,37.6582285,-122.419201,23.14
4134,37.6582682,-122.4289691,15.49
4135,37.6582739,-122.4393421,18.9
4136,37.6582759,-122.3978482,9.49
4137,37.6583391,-122.435641,13.24
4138,37.658358,-122.4153562,39.38
4139,37.6583645,-122.4058693,7.84
4140,37.6583852,-122.4059715,7.75
4141,37.6583908,-122.4392362,18.81
4142,37.6584208,-122.4248371,24.53
4143,37.6585099,-122.3862364,6.04
4144,37.6585331,-122.3863802,5.9
4145,37.6585397,-122.4229073,22.94
4146,37.6585527,-122.439869,19.16
4147,37.6586049,-122.3974868,10.06
4148,37.6586196,-122.4305099,16.88
4149,37.6586295,-122.3801146,2.72
4150,37.6586664,-122.3802113,2.82
4151,37.6586715,-122.4397695,18.97
4152,37.6586804,-122.440095,19.4
4153,37.6586825,-122.3859845,5.54
4154,37.6586967,-122.3976341,10.02
4155,37.6587058,-122.3806014,2.89
4156,37.6587077,-122.4213677,33.07
4157,37.6587348,-122.4049344,6.49
4158,37.6587527,-122.3860509,5.26
4159,37.6587898,-122.3805237,2.77
4160,37.6588094,-122.426602,26.32
4161,37.6588486,-122.405733,8.35
4162,37.6588732,-122.4136744,36.04
4163,37.6588964,-122.381167,3.32
4164,37.6589231,-122.3855599,5.18
4165,37.6589782,-122.3811291,3.32
4166,37.6589955,-122.4785733,177.96
4167,37.6589985,-122.385623,4.87
4168,37.6590096,-122.4227329,24.87
4169,37.6590769,-122.3823185,3.59
4170,37.6590864,-122.3972544,10.5
4171,37.6590958,-122.3853534,4.54
4172,37.6590969,-122.3850118,4.48
4173,37.6591003,-122.436283,13.76
4174,37.659106,-122.4303397,20.14
4175,37.6591099,-122.3827458,3.99
4176,37.6591267,-122.3832897,4.54
4177,37.659127,-122.3847615,4.26
4178,37.6591453,-122.3843788,3.86
4179,37.6591458,-122.3839905,4.35
4180,37.6591766,-122.3850534,4.26
4181,37.6592175,-122.383283,4.4
4182,37.6592185,-122.3829196,4.07
4183,37.6592191,-122.3843666,3.81
4184,37.6592226,-122.3839909,4.15
4185,37.6592238,-122.3827517,3.77
4186,37.6592562,-122.4286255,26.96
4187,37.659259,-122.430286,20.75
4188,37.6593545,-122.3967565,11.09
4189,37.6594312,-122.4631021,104.47
4190,37.659454,-122.429494,24.87
4191,37.6595518,-122.3851627,5
4192,37.6595947,-122.4301683,23.09
4193,37.6596853,-122.4315156,23.14
4194,37.659689,-122.4780043,180.89
4195,37.6597065,-122.4306359,22.51
4196,37.659707,-122.4709108,132.6
4197,37.6597541,-122.4415137,20.55
4198,37.659763,-122.4051813,8.86
4199,37.6597669,-122.3963547,11.43
4200,37.6597834,-122.4309576,22.23
4201,37.6598017,-122.4050234,8.71
4202,37.6598069,-122.4041872,6.61
4203,37.6598315,-122.3965324,11.44
4204,37.6598384,-122.44137,20.03
4205,37.6598698,-122.4051082,8.93
4206,37.6598707,-122.4922549,58.71
4207,37.6598716,-122.4335572,22.32
4208,37.6599573,-122.4776751,181.92
4209,37.6599735,-122.4300299,24.96
4210,37.6600143,-122.4755281,190.58
4211,37.6600433,-122.4785119,182.36
4212,37.6600476,-122.4039741,6.5
4213,37.6600545,-122.4775571,182.21
4214,37.6600655,-122.4372284,14.35
4215,37.6600757,-122.4048342,8.71
4216,37.6600865,-122.4372526,14.35
4217,37.6600985,-122.4299842,26.46
4218,37.6601246,-122.4418678,20.89
4219,37.6601284,-122.4049317,8.88
4220,37.6601721,-122.4785848,182.75
4221,37.6601771,-122.4038513,6.57
4222,37.6602191,-122.4756567,191.96
4223,37.6603123,-122.4645788,105.4
4224,37.6603132,-122.3961821,10.42
4225,37.6603316,-122.4333867,26.25
4226,37.6603727,-122.4359948,16.81
4227,37.6604803,-122.4766858,187.1
4228,37.6604809,-122.4765633,189.06
4229,37.66051,-122.4759075,193.64
4230,37.6605117,-122.4757641,193.68
4231,37.6605702,-122.4758,193.95
4232,37.6605746,-122.4298092,29.7
4233,37.6605783,-122.4034181,7.02
4234,37.6606227,-122.4039262,7.6
4235,37.6606277,-122.4379161,15.8
4236,37.6606523,-122.4838093,133.07
4237,37.6606648,-122.471225,127.44
4238,37.6606685,-122.4754219,192.54
4239,37.6607433,-122.4035097,7.62
4240,37.6607493,-122.4754646,192.45
4241,37.6607537,-122.4424305,21.57
4242,37.6607636,-122.40439,8.95
4243,37.6607791,-122.4042323,8.65
4244,37.6607792,-122.4422452,21.47
4245,37.6607802,-122.4381139,16.22
4246,37.6608292,-122.4704712,124.6
4247,37.6608896,-122.4753193,190.86
4248,37.6609049,-122.3958113,8.61
4249,37.6609109,-122.4712579,127.56
4250,37.6609177,-122.4760126,194.69
4251,37.6609313,-122.4029702,7.36
4252,37.6609406,-122.4042021,9.04
4253,37.6610006,-122.4762119,194.54
4254,37.6610089,-122.4712742,127.79
4255,37.6610227,-122.4039516,8.88
4256,37.6610272,-122.4296248,31.45
4257,37.6610494,-122.4791755,185.72
4258,37.6610639,-122.4424997,21.69
4259,37.6610764,-122.4040528,8.96
4260,37.6610969,-122.4427328,21.91
4261,37.6611193,-122.4386155,16.95
4262,37.6611343,-122.4697175,123.07
4263,37.6611414,-122.3958085,7.86
4264,37.6612431,-122.4763589,195.12
4265,37.6612601,-122.404461,8.31
4266,37.6612652,-122.4042489,8.89
4267,37.6612976,-122.4792709,186.59
4268,37.6613087,-122.4692866,122.42
4269,37.6613394,-122.4046583,8.3
4270,37.6614002,-122.4793023,186.88
4271,37.6614076,-122.4643015,95.59
4272,37.6614126,-122.4294764,32.72
4273,37.6614295,-122.3960087,7.12
4274,37.661438,-122.3958215,7.03
4275,37.6614513,-122.4689343,122.44
4276,37.6614853,-122.4688243,122.13
4277,37.6614917,-122.4392572,17.62
4278,37.6615289,-122.4793342,187.13
4279,37.6615578,-122.4034054,9.42
4280,37.6615727,-122.4393955,17.94
4281,37.6616183,-122.4714289,129.46
4282,37.6616585,-122.405453,10.27
4283,37.6616961,-122.4430737,22.82
4284,37.6617056,-122.4293707,33.92
4285,37.661737,-122.4056382,10.77
4286,37.6617913,-122.4714913,129.9
4287,37.6618231,-122.4014184,7.46
4288,37.6618284,-122.4397999,18.43
4289,37.6618289,-122.4029883,9.59
4290,37.6618314,-122.4293291,34.5
4291,37.6618639,-122.401337,6.94
4292,37.6618965,-122.4398997,18.48
4293,37.6619693,-122.4724077,132.2
4294,37.6619824,-122.4572848,46.27
4295,37.6619847,-122.3980243,13.12
4296,37.6619921,-122.3974591,10.01
4297,37.6619957,-122.3981764,14.21
4298,37.6619976,-122.471569,130.37
4299,37.6620125,-122.4435919,23.22
4300,37.6620208,-122.4400694,18.62
4301,37.6620302,-122.4008458,7.02
4302,37.6620319,-122.4571281,46.34
4303,37.6620429,-122.4025047,9.82
4304,37.6620573,-122.3999952,7.29
4305,37.6620664,-122.4692389,118.62
4306,37.6620841,-122.4691274,118.69
4307,37.6620906,-122.4011141,6.75
4308,37.6620935,-122.4434415,23.49
4309,37.6621089,-122.402567,9.82
4310,37.662117,-122.4004306,6.79
4311,37.6621276,-122.4000121,7.13
4312,37.662142,-122.4402239,18.92
4313,37.6621439,-122.3968652,7.81
4314,37.6621448,-122.3960668,5.96
4315,37.6622053,-122.3960718,5.96
4316,37.6622063,-122.399844,7.61
4317,37.6622103,-122.4641504,91.73
4318,37.6622134,-122.4024109,9.9
4319,37.6622151,-122.3958868,5.9
4320,37.6622255,-122.4022266,10.01
4321,37.6622308,-122.38587,17.87
4322,37.66226,-122.3973076,9.78
4323,37.6622671,-122.3948622,5.32
4324,37.6622692,-122.4708152,125.45
4325,37.6622784,-122.4023137,10.01
4326,37.6622801,-122.3996169,8.91
4327,37.6623018,-122.3943752,5.52
4328,37.6623105,-122.4007028,6.52
4329,37.6623254,-122.4574684,45.87
4330,37.6623351,-122.4404602,18.93
4331,37.6623412,-122.3980967,13.42
4332,37.6623467,-122.3960826,5.57
4333,37.6623575,-122.4717347,131.31
4334,37.6623578,-122.3850599,10.99
4335,37.6623595,-122.3959002,5.44
4336,37.6623702,-122.3930488,6.2
4337,37.662374,-122.3929467,6.24
4338,37.6623744,-122.4017063,8.41
4339,37.6623796,-122.45733,46.09
4340,37.6623873,-122.4019586,10.07
4341,37.6623916,-122.3996623,9.04
4342,37.6623933,-122.3995049,9.61
4343,37.662402,-122.3953048,5.22
4344,37.6624058,-122.3857106,18.52
4345,37.6624152,-122.4439718,23.86
4346,37.6624218,-122.3997593,9.04
4347,37.662433,-122.3912709,9.6
4348,37.6624417,-122.3943202,5.68
4349,37.6624471,-122.4717937,131.6
4350,37.662448,-122.3908241,12.28
4351,37.6624501,-122.3979934,13.01
4352,37.6624535,-122.402029,10.15
4353,37.6624683,-122.3894146,16.58
4354,37.6624726,-122.3887941,17.12
4355,37.662473,-122.3889512,17.05
4356,37.6624743,-122.3875732,17.56
4357,37.6624758,-122.3881394,17.31
4358,37.6624759,-122.3872524,17.63
4359,37.6624763,-122.3903015,14.58
